"ID","PlotName","Clump_ID","TreeNumber","Species","Status","DBH","LiveCrownPercent","InsectEvidence","InsectLevel","FreshPitch","HealthCode","WitnessTree","Buffer","Notes","dist from plot center","azimuth to plot center","shape","azimuth shape","radius line","radius shape","no of trees","no of buffer trees"
866,155143.00,5.00,7.00,"CADE","D3",22.90,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
867,155143.00,6.00,8.00,"CADE","L",17.30,"1","N","0 - No attack","N","None","None","N",,,,,,,,,
868,155143.00,6.00,9.00,"PIPO","M",23.10,"0.5","Y","1 - light attack (<5 pitch tubes)","Y","None","None","N",,,,,,,,,
869,155143.00,7.00,10.00,"CADE","D2",10.60,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
870,155143.00,8.00,11.00,"CADE","D3",26.70,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
871,155143.00,9.00,12.00,"CADE","D3",36.30,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
872,155143.00,9.00,13.00,"CADE","D3",9.30,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
873,155143.00,10.00,14.00,"CADE","L",10.90,"2","N","0 - No attack","N","None","None","N",,,,,,,,,
874,155143.00,11.00,15.00,"PIPO","D2",23.30,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","Y",,,,,,,,,
875,155143.00,11.00,16.00,"PIPO","D3",24.50,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
876,155143.00,11.00,17.00,"CADE","D3",9.80,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
877,155143.00,11.00,18.00,"CADE","L",14.50,"4","N","0 - No attack","N","None","None","N",,,,,,,,,
878,155143.00,11.00,19.00,"CADE","D3",12.70,"NA","N","0 - No attack","NA","NA","None","Y",,,,,,,,,
879,155143.00,11.00,20.00,"CADE","D3",12.10,"NA","N","0 - No attack","NA","NA","None","Y",,,,,,,,,
880,155143.00,12.00,21.00,"PIPO","D3",34.30,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
881,155143.00,12.00,22.00,"PIPO","D3",46.90,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
882,155143.00,13.00,23.00,"CADE","L",12.60,"2","N","0 - No attack","N","None","None","N",,,,,,,,,
883,155143.00,13.00,24.00,"CADE","L",10.90,"2","N","0 - No attack","N","None","None","N",,,,,,,,,
884,155143.00,13.00,25.00,"CADE","D3",9.70,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
885,155143.00,13.00,26.00,"PIPO","D3",14.30,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
886,155143.00,14.00,27.00,"CADE","D3",11.50,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
887,155143.00,14.00,28.00,"CADE","D3",14.80,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
888,155143.00,14.00,29.00,"CADE","L",9.30,"2","Y","1 - light attack (<5 pitch tubes)","N","None","None","N",,,,,,,,,
889,155143.00,14.00,30.00,"PIPO","D3",38.30,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
890,155143.00,14.00,31.00,"CADE","D3",34.40,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
891,155143.00,15.00,32.00,"CADE","D2",23.50,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
892,155143.00,16.00,33.00,"CADE","D3",10.90,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
893,155143.00,16.00,34.00,"CADE","D3",29.70,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
894,155143.00,17.00,35.00,"CADE","L",9.80,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
895,155143.00,18.00,36.00,"CADE","L",17.20,"0.5","N","0 - No attack","N","None","None","N",,,,,,,,,
896,155143.00,19.00,37.00,"CADE","D3",11.00,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
897,155143.00,20.00,38.00,"CADE","D3",38.20,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
898,155143.00,21.00,39.00,"CADE","L",11.90,"2","N","0 - No attack","N","None","None","N",,,,,,,,,
899,155143.00,22.00,40.00,"PIPO","D3",54.80,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
900,155143.00,23.00,41.00,"PIPO","D3",23.60,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
901,155143.00,24.00,42.00,"PIPO","D2",33.40,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
902,155143.00,24.00,43.00,"CADE","L",8.40,"999","N","0 - No attack","N","None","None","N",,,,,,,,,
903,155143.00,24.00,44.00,"PIPO","D3",23.50,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
904,155143.00,25.00,45.00,"PIPO","D2",25.80,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
905,155143.00,26.00,46.00,"CADE","D3",12.60,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
906,155143.00,26.00,47.00,"PIPO","D3",15.60,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
907,155143.00,27.00,48.00,"PIPO","L",13.20,"1","Y","1 - light attack (<5 pitch tubes)","Y","Red turpentine beetle","None","N",,,,,,,,,
908,155143.00,27.00,49.00,"PIPO","D3",31.90,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
909,155143.00,28.00,50.00,"PIPO","D3",48.10,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","W1","N",,,,,,,,,
910,155143.00,29.00,51.00,"CADE","L",15.10,"6","N","0 - No attack","N","None","None","N",,,,,,,,,
911,155143.00,29.00,52.00,"PIPO","D3",20.90,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
912,155143.00,29.00,53.00,"PIPO","D2",37.20,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","Y",,,,,,,,,
913,155143.00,30.00,54.00,"CADE","D3",20.80,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
914,155143.00,30.00,55.00,"PIPO","D3",,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N","briken at 2 m",,,,,,,,
915,155143.00,30.00,56.00,"PIPO","D3",38.50,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N","broken at 2 m",,,,,,,,
916,155143.00,30.00,57.00,"CADE","L",9.30,"5","Y","1 - light attack (<5 pitch tubes)","N","None","None","N",,,,,,,,,
917,155143.00,31.00,58.00,"CADE","L",13.10,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
918,155143.00,32.00,59.00,"PIPO","D3",27.60,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
919,155148.00,5.00,11.00,"CADE","D2",13.90,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
920,155148.00,6.00,12.00,"PIPO","D2",61.40,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","W1","N",,,,,,,,,
921,155148.00,7.00,13.00,"CADE","L",27.50,"25","N","0 - No attack","N","None","None","N",,,,,,,,,
922,155148.00,7.00,14.00,"PIPO","D2",77.90,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
923,155148.00,7.00,15.00,"PIPO","D2",38.70,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
924,155148.00,8.00,16.00,"CADE","D3",8.70,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
925,155148.00,9.00,17.00,"PIPO","D3",21.00,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
926,155148.00,10.00,18.00,"PIPO","D2",27.10,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
927,155148.00,11.00,19.00,"PIPO","D2",54.50,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","W2","N",,,,,,,,,
928,155148.00,11.00,20.00,"PIPO","D3",11.00,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
929,155148.00,12.00,21.00,"CADE","L",11.40,"15","N","0 - No attack","N","None","None","N",,,,,,,,,
930,155148.00,13.00,22.00,"PIPO","D2",15.60,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
931,155148.00,14.00,23.00,"PIPO","D3",47.50,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
932,155148.00,14.00,24.00,"PIPO","D2",46.00,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
933,155148.00,15.00,25.00,"PIPO","M",9.40,"1","N","0 - No attack","N","None","None","N",,,,,,,,,
934,155148.00,16.00,26.00,"PIPO","D3",63.70,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
935,155148.00,16.00,27.00,"PIPO","D3",12.00,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
936,155148.00,17.00,28.00,"PIPO","D3",42.10,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
937,155148.00,17.00,29.00,"PIPO","D2",31.10,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
938,155148.00,18.00,30.00,"CADE","D2",7.70,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
939,155148.00,19.00,31.00,"CADE","D2",16.40,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
940,155148.00,20.00,32.00,"CADE","L",9.40,"15","Y","1 - light attack (<5 pitch tubes)","N","None","None","N",,,,,,,,,
941,155148.00,21.00,33.00,"CADE","D2",13.60,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
942,155148.00,22.00,34.00,"CADE","D2",40.20,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
943,155148.00,23.00,35.00,"CADE","L",8.70,"10","N","0 - No attack","N","None","None","N",,,,,,,,,
944,155148.00,24.00,36.00,"CADE","D2",14.50,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
945,155148.00,25.00,37.00,"CADE","D3",8.10,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
946,155148.00,26.00,38.00,"PILA","L",7.60,"8","N","0 - No attack","N","None","None","N",,,,,,,,,
947,155148.00,27.00,39.00,"CADE","D2",19.10,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
948,155148.00,28.00,40.00,"CADE","L",15.00,"15","N","0 - No attack","N","None","None","N",,,,,,,,,
949,155148.00,29.00,41.00,"PILA","D3",27.90,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
950,155148.00,29.00,42.00,"CADE","D2",11.70,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
951,155148.00,30.00,43.00,"CADE","L",10.70,"20","N","0 - No attack","N","None","None","N",,,,,,,,,
952,155148.00,31.00,44.00,"CADE","L",12.80,"10","Y","1 - light attack (<5 pitch tubes)","N","None","None","N",,,,,,,,,
953,155148.00,32.00,45.00,"CADE","D3",25.30,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
954,155148.00,33.00,46.00,"CADE","D2",19.80,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
955,155149.00,1.00,1.00,"PIPO","D2",13.70,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
956,155149.00,1.00,2.00,"PIPO","D2",7.70,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
957,155149.00,1.00,3.00,"PIPO","D2",10.20,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
958,155149.00,1.00,4.00,"PIPO","D2",11.90,"NA","N","0 - No attack","NA","NA","None","Y",,,,,,,,,
959,155149.00,2.00,5.00,"PIPO","D2",38.20,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
960,155149.00,2.00,7.00,"QUKE","L",13.10,"10","N","0 - No attack","N","None","None","N",,,,,,,,,
961,155143.00,32.00,60.00,"PIPO","D3",49.20,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
962,155143.00,33.00,61.00,"PIPO","L",12.60,"??","Y","1 - light attack (<5 pitch tubes)","Y","Red turpentine beetle","None","N",,,,,,,,,
963,155143.00,34.00,62.00,"CADE","L",26.10,"2","N","0 - No attack","N","None","None","N",,,,,,,,,
964,155144.00,1.00,1.00,"PIPO","D2",35.40,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
965,155144.00,1.00,2.00,"CADE","D2",17.40,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
966,155144.00,2.00,3.00,"CADE","D2",8.30,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
967,155144.00,2.00,4.00,"CADE","D2",9.30,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
968,155144.00,2.00,5.00,"PIPO","L",13.90,"1","Y","2 - heavy attack (>5 pitch tubes)","N","Red turpentine beetle","None","N",,,,,,,,,
969,155144.00,2.00,6.00,"PIPO","D2",77.50,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
970,155144.00,3.00,7.00,"PILA","D2",11.40,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
971,155144.00,4.00,8.00,"PIPO","L",8.10,"1","Y","1 - light attack (<5 pitch tubes)","N","Red turpentine beetle","None","N",,,,,,,,,
972,155144.00,5.00,9.00,"PIPO","D3",8.20,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
973,155144.00,6.00,10.00,"CADE","D3",8.40,"NA","N","0 - No attack","NA","NA","W2","N",,,,,,,,,
974,155144.00,6.00,11.00,"CADE","D3",25.70,"NA","N","0 - No attack","NA","NA","W1","N",,,,,,,,,
975,155144.00,6.00,12.00,"PIPO","D2",50.10,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
976,155144.00,7.00,13.00,"CADE","L",14.70,"10","N","0 - No attack","N","None","None","N",,,,,,,,,
977,155144.00,8.00,14.00,"CADE","L",17.50,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
978,155144.00,9.00,15.00,"CADE","D3",14.80,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
979,155144.00,10.00,16.00,"PIPO","D2",32.10,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
980,155144.00,11.00,17.00,"PIPO","D2",13.00,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
981,155144.00,11.00,18.00,"CADE","D3",9.20,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
982,155144.00,11.00,19.00,"CADE","D3",9.40,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
983,155144.00,12.00,20.00,"PIPO","D2",17.70,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
984,155144.00,12.00,21.00,"CADE","D3",8.40,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
985,155144.00,12.00,22.00,"PIPO","D3",26.80,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
986,155144.00,13.00,23.00,"PIPO","D2",14.40,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
987,155144.00,14.00,24.00,"PIPO","D2",13.30,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
988,155144.00,14.00,25.00,"PIPO","D2",13.80,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
989,155144.00,15.00,26.00,"CADE","D3",8.20,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
990,155144.00,16.00,27.00,"CADE","D3",28.70,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
991,155144.00,17.00,28.00,"CADE","D3",11.60,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
992,155144.00,17.00,29.00,"PIPO","D2",9.90,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
993,155144.00,18.00,30.00,"PIPO","D3",26.60,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
994,155144.00,19.00,31.00,"PIPO","D2",11.60,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
995,155144.00,20.00,32.00,"PIPO","D2",23.70,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
996,155144.00,21.00,33.00,"CADE","D3",37.60,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
997,155144.00,22.00,34.00,"PIPO","D2",11.80,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
998,155144.00,23.00,35.00,"CADE","D2",10.90,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
999,155144.00,23.00,36.00,"PIPO","D2",31.00,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","Y",,,,,,,,,
1000,155144.00,24.00,37.00,"PIPO","D2",9.50,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1001,155144.00,25.00,38.00,"PIPO","D2",20.40,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1002,155144.00,26.00,39.00,"CADE","D2",12.60,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1003,155144.00,27.00,40.00,"PIPO","D2",10.20,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1004,155144.00,28.00,41.00,"CADE","D2",7.90,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1005,155144.00,29.00,42.00,"PIPO","D2",15.00,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1006,155144.00,29.00,43.00,"PIPO","D2",8.90,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1007,155144.00,30.00,44.00,"CADE","L",8.60,"8","N","0 - No attack","N","None","None","N",,,,,,,,,
1008,155144.00,31.00,45.00,"PIPO","D2",13.50,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1009,155144.00,32.00,46.00,"CADE","D2",19.90,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1010,155144.00,33.00,47.00,"CADE","D2",9.20,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1011,155144.00,34.00,48.00,"CADE","D3",8.20,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1012,155144.00,35.00,49.00,"CADE","D2",12.80,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1013,155144.00,35.00,50.00,"PIPO","D2",49.80,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1014,155144.00,36.00,51.00,"PIPO","D2",9.70,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1015,155144.00,37.00,52.00,"CADE","D2",15.00,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1016,155144.00,38.00,53.00,"CADE","D2",13.70,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1017,155144.00,39.00,54.00,"PIPO","D2",49.40,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1018,155144.00,40.00,55.00,"CADE","D3",12.60,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1019,155144.00,41.00,56.00,"PIPO","D2",13.30,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1020,155144.00,42.00,57.00,"PIPO","D2",13.40,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1021,155144.00,43.00,58.00,"CADE","D3",10.10,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1022,155144.00,44.00,59.00,"CADE","D3",49.00,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1023,155144.00,45.00,60.00,"PIPO","D2",50.60,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1024,155144.00,46.00,61.00,"CADE","L",9.00,"20","N","0 - No attack","N","None","None","N",,,,,,,,,
1025,155144.00,46.00,62.00,"PIPO","D2",25.70,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1026,155144.00,46.00,63.00,"CADE","D2",9.60,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1027,155144.00,46.00,64.00,"PIPO","D1",25.30,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1028,155144.00,47.00,65.00,"CADE","D3",19.30,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1029,155144.00,48.00,66.00,"PIPO","D3",15.70,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1030,155144.00,48.00,67.00,"PIPO","D3",12.20,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1031,155144.00,49.00,68.00,"CADE","D2",76.40,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1032,155144.00,49.00,69.00,"QUCH","L",17.10,"25","N","0 - No attack","N","None","None","N",,,,,,,,,
1033,155144.00,50.00,70.00,"CADE","L",15.60,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
1034,155147.00,1.00,1.00,"CADE","L",7.80,"2","Y","1 - light attack (<5 pitch tubes)","N","None","None","N",,,,,,,,,
1035,155147.00,2.00,2.00,"CADE","L",11.70,"3","N","0 - No attack","N","None","None","N",,,,,,,,,
1036,155147.00,3.00,3.00,"PIPO","D2",9.70,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1037,155147.00,4.00,4.00,"PIPO","L",8.80,"3","N","0 - No attack","N","None","None","N",,,,,,,,,
1038,155147.00,5.00,5.00,"CADE","L",10.90,"2","Y","1 - light attack (<5 pitch tubes)","N","None","None","N",,,,,,,,,
1039,155147.00,6.00,6.00,"CADE","L",8.30,"0.5","N","0 - No attack","N","None","None","N",,,,,,,,,
1040,155147.00,7.00,7.00,"CADE","L",21.20,"1","N","0 - No attack","N","None","None","N",,,,,,,,,
1041,155147.00,8.00,8.00,"CADE","D2",8.20,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1042,155147.00,9.00,9.00,"CADE","D3",14.70,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1043,155147.00,9.00,10.00,"CADE","D3",11.50,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1044,155147.00,10.00,11.00,"CADE","D3",22.60,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1045,155147.00,11.00,12.00,"CADE","D2",26.20,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1046,155147.00,12.00,13.00,"CADE","L",9.10,"3","Y","1 - light attack (<5 pitch tubes)","N","None","None","N",,,,,,,,,
1047,155147.00,13.00,14.00,"CADE","D2",7.60,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1048,155147.00,14.00,15.00,"CADE","D3",8.50,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1049,155147.00,15.00,16.00,"CADE","D3",11.20,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1050,155147.00,16.00,17.00,"PIPO","D2",7.80,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1051,155147.00,17.00,18.00,"CADE","D2",7.70,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1052,155147.00,18.00,19.00,"CADE","D3",8.20,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1053,155147.00,19.00,20.00,"CADE","D3",29.00,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1054,155147.00,19.00,21.00,"QUKE","L",58.10,"15","N","0 - No attack","N","None","None","Y",,,,,,,,,
1055,155147.00,19.00,22.00,"QUKE","L",35.20,"20","N","0 - No attack","N","None","None","Y",,,,,,,,,
1056,155147.00,19.00,23.00,"CADE","D3",12.80,"NA","N","0 - No attack","NA","NA","None","Y",,,,,,,,,
1057,155147.00,19.00,24.00,"CADE","D3",13.40,"NA","N","0 - No attack","NA","NA","None","Y",,,,,,,,,
1058,155147.00,19.00,25.00,"CADE","D3",10.50,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","Y",,,,,,,,,
1059,155147.00,20.00,26.00,"CADE","D3",8.00,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1060,155147.00,21.00,27.00,"CADE","D3",18.10,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1061,155147.00,22.00,28.00,"CADE","D3",8.50,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1062,155147.00,23.00,29.00,"PIPO","D2",12.70,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1063,155147.00,24.00,30.00,"CADE","D2",13.70,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1064,155147.00,25.00,31.00,"PIPO","L",10.10,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
1065,155147.00,26.00,32.00,"PIPO","L",14.60,"2","Y","1 - light attack (<5 pitch tubes)","N","None","None","N",,,,,,,,,
1066,155147.00,26.00,33.00,"PIPO","L",11.70,"3","Y","1 - light attack (<5 pitch tubes)","N","None","None","N",,,,,,,,,
1067,155147.00,27.00,34.00,"PIPO","D3",9.20,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
1068,155147.00,27.00,35.00,"PIPO","D2",8.50,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
1069,155147.00,28.00,36.00,"PIPO","L",8.60,"2","N","0 - No attack","N","None","None","N",,,,,,,,,
1070,155147.00,28.00,37.00,"PIPO","L",8.30,"1","N","0 - No attack","N","None","None","N",,,,,,,,,
1071,155147.00,29.00,38.00,"PIPO","L",11.80,"2","Y","2 - heavy attack (>5 pitch tubes)","N","None","None","N",,,,,,,,,
1072,155147.00,30.00,39.00,"PIPO","L",10.80,"2","N","0 - No attack","N","None","None","N",,,,,,,,,
1073,155147.00,31.00,40.00,"PIPO","L",10.60,"2","N","0 - No attack","N","None","None","N",,,,,,,,,
1074,155147.00,32.00,41.00,"PIPO","D2",7.80,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
