"ID","PlotName","Clump_ID","TreeNumber","Species","Status","DBH","LiveCrownPercent","InsectEvidence","InsectLevel","FreshPitch","HealthCode","WitnessTree","Buffer","Notes","dist from plot center","azimuth to plot center","shape","azimuth shape","radius line","radius shape","no of trees","no of buffer trees"
1,155104.00,8.00,10.00,"PIPO","L",52.80,"10","N","0 - No attack","N","None","None","N",,,,,,,,,
2,155104.00,8.00,11.00,"PIPO","D3",13.70,"NA","Y","2 - heavy attack (>5 pitch tubes)","N","NA","None","N",,,,,,,,,
3,155104.00,9.00,12.00,"ABCO","D1",50.60,"NA","Y","1 - light attack (<5 pitch tubes)","Y","NA","None","N",,,,,,,,,
4,155104.00,10.00,13.00,"ABCO","L",40.00,"40","N","0 - No attack","Y","None","None","N",,,,,,,,,
5,155104.00,11.00,14.00,"ABCO","L",37.80,"40","N","0 - No attack","Y","None","W1","N",,,,,,,,,
6,155104.00,12.00,15.00,"ABCO","L",23.90,"10","N","0 - No attack","Y","None","None","N",,,,,,,,,
7,155104.00,4.00,4.00,"CADE","D2",17.70,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
8,155104.00,5.00,5.00,"QUKE","I",58.70,"15","Y","1 - light attack (<5 pitch tubes)","N","Other - include in notes","None","N","large (2m) gash down bole. sawdust present.",,,,,,,,
9,155104.00,5.00,6.00,"QUKE","L",57.80,"20","N","0 - No attack","N","None","None","Y",,,,,,,,,
10,155104.00,5.00,7.00,"CADE","L",13.60,"10","N","0 - No attack","N","None","None","Y",,,,,,,,,
11,155104.00,6.00,8.00,"CADE","L",37.10,"30","N","0 - No attack","N","None","None","N",,,,,,,,,
12,155104.00,7.00,9.00,"CADE","L",23.00,"15","N","0 - No attack","N","None","None","N","hite root rot nearby? See pics",,,,,,,,
13,1510206.00,2.00,5.00,"UNKNCONIFER","D3",107.50,"NA","N","NA","NA","NA","None","N",,,,,,,,,
14,1510206.00,3.00,7.00,"ABCO","D3",27.50,"NA","Y","NA","NA","NA","None","N",,,,,,,,,
15,1510206.00,3.00,6.00,"ABCO","L",10.50,"15","N","0 - No attack","N","None","None","N",,,,,,,,,
16,1510206.00,4.00,8.00,"ABCO","D2",49.60,"NA","Y","NA","NA","NA","None","N",,,,,,,,,
17,1510206.00,5.00,9.00,"ABCO","D3",14.00,"NA","N","NA","NA","NA","None","N",,,,,,,,,
18,1510206.00,6.00,10.00,"ABCO","D3",14.90,"NA","N","NA","NA","NA","None","N",,,,,,,,,
19,1510206.00,6.00,11.00,"CADE","L",72.70,"25","N","0 - No attack","N","None","None","N",,,,,,,,,
20,1510206.00,7.00,12.00,"ABCO","L",33.20,"5","N","0 - No attack","Y","None","W2","N",,,,,,,,,
21,1510206.00,8.00,13.00,"ABCO","D3",69.20,"NA","Y","NA","NA","NA","None","N",,,,,,,,,
22,1510206.00,9.00,14.00,"ABCO","D3",76.80,"NA","Y","NA","NA","NA","None","N",,,,,,,,,
23,1510206.00,10.00,15.00,"QUKE","L",28.00,"8","N","0 - No attack","N","None","None","N",,,,,,,,,
24,1510206.00,11.00,16.00,"PIPO","D3",15.90,"NA","N","NA","NA","NA","None","N",,,,,,,,,
25,1510206.00,12.00,17.00,"ABCO","L",58.40,"15","N","0 - No attack","N","Other - include in notes","None","N","large vertical scar down approx 5 m of bole",,,,,,,,
26,1510206.00,13.00,18.00,"ABCO","D2",26.30,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
27,1510206.00,14.00,19.00,"PIPO","L",56.90,"20","N","0 - No attack","N","None","W1","N",,,,,,,,,
28,1510206.00,15.00,20.00,"QUKE","L",24.40,"20","N","0 - No attack","N","None","None","N","dbh measured above lrg bulge",,,,,,,,
29,1510206.00,16.00,21.00,"PIPO","D3",34.70,"NA","Y","NA","NA","NA","None","N",,,,,,,,,
30,1510206.00,16.00,22.00,"PIPO","L",51.50,"35","N","0 - No attack","N","None","None","N",,,,,,,,,
31,1510206.00,17.00,23.00,"CADE","L",37.10,"35","N","0 - No attack","N","None","None","N",,,,,,,,,
32,1510206.00,17.00,24.00,"ABCO","L",27.60,"20","N","0 - No attack","Y","None","None","N","no signs off hles or dust with pitching",,,,,,,,
33,1510206.00,18.00,25.00,"CADE","L",15.70,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
34,1510206.00,19.00,26.00,"CADE","L",15.90,"8","N","0 - No attack","N","None","None","N",,,,,,,,,
35,1510206.00,19.00,27.00,"CADE","L",11.50,"3","N","0 - No attack","N","None","None","N",,,,,,,,,
36,1510206.00,20.00,28.00,"CADE","L",12.10,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
37,1510206.00,20.00,29.00,"PIPO","L",18.30,"5","N","0 - No attack","N","None","None","N","top grows out at 90 deg ange at approx 6 m",,,,,,,,
38,1510206.00,21.00,30.00,"ABCO","L",13.60,"35","N","0 - No attack","Y","Extensive Pitching on bole of tree","None","N","no signs off hles or dust with pitching",,,,,,,,
39,1510206.00,22.00,31.00,"CADE","L",26.40,"8","N","0 - No attack","N","None","None","N",,,,,,,,,
40,1510206.00,22.00,32.00,"ABCO","D2",7.70,"NA","Y","NA","NA","NA","None","N",,,,,,,,,
41,1510206.00,23.00,33.00,"ABCO","D2",8.80,"NA","Y","NA","NA","NA","None","N",,,,,,,,,
42,1510206.00,24.00,34.00,"ABCO","L",16.00,"45","N","0 - No attack","N","None","None","N",,,,,,,,,
43,1510206.00,25.00,35.00,"PIPO","L",45.00,"10","N","0 - No attack","Y","None","None","N",,,,,,,,,
44,1510206.00,26.00,36.00,"ABCO","L",11.20,"8","N","0 - No attack","Y","None","None","N","no signs off hles or dust with pitching",,,,,,,,
45,1510206.00,27.00,37.00,"PIPO","L",35.50,"3","N","0 - No attack","N","None","None","N","maybe exit holes? but no pitching. >5",,,,,,,,
46,1510206.00,27.00,38.00,"ABCO","L",36.80,"30","N","0 - No attack","Y","None","None","N","no signs off hles or dust with pitching",,,,,,,,
47,1510206.00,27.00,39.00,"ABCO","D3",10.40,"NA","N","NA","NA","NA","None","N","old pitch",,,,,,,,
48,1510206.00,27.00,40.00,"ABCO","L",25.00,"20","N","0 - No attack","Y","None","None","N",,,,,,,,,
49,1510206.00,28.00,41.00,"ABCO","D2",11.10,"NA","Y","NA","NA","NA","None","N",,,,,,,,,
50,1510206.00,28.00,42.00,"CADE","D3",24.40,"NA","N","NA","NA","NA","None","N",,,,,,,,,
51,1510207.00,1.00,1.00,"CADE","L",8.30,"20","N","0","N","NA","None","N",,,,,,,,,
52,1510207.00,1.00,2.00,"CADE","L",11.10,"30","N","0 - No attack","N","NA","None","N",,,,,,,,,
53,1510207.00,2.00,3.00,"ABCO","L",30.80,"30","N","0 - No attack","Y","little pitch points","None","N",,,,,,,,,
54,1510207.00,2.00,4.00,"CADE","D3",17.60,"NA","N","0 - No attack","NA","last tree in north clockwise circle","None","N",,,,,,,,,
55,155104.00,12.00,16.00,"ABCO","L",49.00,"40","N","0 - No attack","NA","NA","None","N",,,,,,,,,
56,155104.00,13.00,17.00,"CADE","D1",12.30,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
57,155104.00,14.00,18.00,"ABCO","D3",24.00,"NA","N","0 - No attack","NA","NA","None","N","insect chambers obvious but may have benn adter death",,,,,,,,
58,155104.00,15.00,19.00,"ABCO","D2",34.80,"NA","N","0 - No attack","NA","NA","W2","N",,,,,,,,,
59,155104.00,16.00,20.00,"PILA","L",32.50,"45","N","0 - No attack","Y","None","None","N",,,,,,,,,
60,155105.00,1.00,1.00,"QUKE","L",54.20,"40","N","0 - No attack","N","None","W2","N",,,,,,,,,
61,155105.00,2.00,2.00,"CADE","D2",24.20,"NA","N","NA","NA","NA","None","N",,,,,,,,,
62,155105.00,3.00,3.00,"PIPO","D1",77.70,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
63,155105.00,4.00,4.00,"CADE","L",77.50,"35","N","0 - No attack","N","None","W1","N",,,,,,,,,
64,155105.00,5.00,5.00,"CADE","D2",39.50,"NA","N","NA","NA","NA","None","N",,,,,,,,,
65,155105.00,6.00,6.00,"ABCO","D2",48.90,"NA","N","NA","NA","NA","None","N",,,,,,,,,
66,155105.00,7.00,7.00,"QUKE","L",53.80,"25","N","0 - No attack","N","None","None","N",,,,,,,,,
67,155105.00,7.00,8.00,"CADE","D2",13.00,"NA",,"NA","NA","NA","None","N",,,,,,,,,
68,155105.00,7.00,9.00,"QUKE","L",66.00,"20","N","0 - No attack","N","None","None","N",,,,,,,,,
69,155105.00,8.00,10.00,"PIPO","D2",67.90,"NA","Y","NA","NA","NA","None","N",,,,,,,,,
70,155105.00,9.00,11.00,"PIPO","D2",77.50,"NA","N","NA","NA","NA","None","N",,,,,,,,,
71,155105.00,10.00,12.00,"CADE","L",14.20,"35","N","0 - No attack","N","None","None","N",,,,,,,,,
72,155105.00,11.00,13.00,"ABCO","D2",30.20,"30","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
73,155105.00,12.00,14.00,"CADE","D2",17.30,"NA","N","NA","NA","NA","None","N",,,,,,,,,
74,155105.00,13.00,15.00,"PIPO","L",26.00,"5","N","0 - No attack","N","Dead Top","None","N",,,,,,,,,
75,155105.00,13.00,16.00,"PIPO","D2",69.30,"NA","Y","NA","NA","NA","None","N",,,,,,,,,
76,155105.00,14.00,17.00,"CADE","D2",29.60,"NA","N","NA","NA","NA","None","N",,,,,,,,,
77,155105.00,15.00,18.00,"CADE","D2",8.80,"NA","N","NA","NA","NA","None","N",,,,,,,,,
78,155105.00,16.00,19.00,"PIPO","L",60.30,"65","N","0 - No attack","N","Dead Top","None","N",,,,,,,,,
79,155106.00,1.00,1.00,"ABCO","D2",16.10,"NA","N","0 - No attack","NA","NA","None","N","old pitch",,,,,,,,
80,155106.00,1.00,2.00,"ABCO","D1",22.60,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N","no pitch, exit holes",,,,,,,,
81,155106.00,1.00,3.00,"ABCO","D2",5.00,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N","no pitch, exit holes",,,,,,,,
82,155106.00,1.00,4.00,"PIPO","D1",61.10,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N","no pitch, exit holes",,,,,,,,
83,155106.00,1.00,5.00,"ABCO","L",32.40,"60","N","0 - No attack","N","None","None","N",,,,,,,,,
84,155106.00,2.00,6.00,"PIPO","D1",77.10,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
85,155106.00,3.00,7.00,"PIPO","D1",88.40,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","W1","N",,,,,,,,,
86,155106.00,4.00,8.00,"ABCO","L",39.20,"60","N","0 - No attack","Y","None","None","N",,,,,,,,,
87,155106.00,5.00,9.00,"ABCO","D2",19.70,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
88,155106.00,6.00,10.00,"QUCH","L",11.50,"15","N","0 - No attack","N","None","None","N",,,,,,,,,
89,155106.00,6.00,11.00,"CADE","L",74.50,"25","N","0 - No attack","N","None","None","N",,,,,,,,,
90,155106.00,6.00,12.00,"ABCO","L",9.70,"5","N","0 - No attack","Y","Other - include in notes","None","N","not doing well",,,,,,,,
91,155106.00,6.00,13.00,"CADE","D2",79.80,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
92,155106.00,7.00,14.00,"ABCO","D2",15.70,"NA","N","0 - No attack","NA","NA","None","N","no pitch, exit holes",,,,,,,,
93,155106.00,8.00,15.00,"ABCO","D3",7.70,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
94,155106.00,8.00,16.00,"CADE","L",84.50,"5","N","0 - No attack","N","None","W2","N",,,,,,,,,
95,155106.00,8.00,17.00,"ABCO","D3",9.60,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
96,155106.00,9.00,18.00,"PILA","L",64.99,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
97,155106.00,10.00,19.00,"ABCO","D1",37.60,"NA","N","0 - No attack","NA","NA","None","N","old pitch",,,,,,,,
98,155106.00,11.00,20.00,"ABCO","D2",17.60,"NA","N","0 - No attack","NA","NA","None","N","old pitch",,,,,,,,
99,155106.00,12.00,21.00,"ABCO","L",72.70,"40","N","0 - No attack","N","None","None","N","old pitch",,,,,,,,
100,155106.00,13.00,22.00,"ABCO","L",49.00,"35","N","0 - No attack","N","None","None","N",,,,,,,,,
101,155107.00,1.00,1.00,"CADE","D3",132.20,,"N","0 - No attack",,,"W2",,"ton of holes, no pitch, ant colony",,,,,,,,
102,155107.00,1.00,2.00,"QUCH","L",9.50,"50","N","0 - No attack","N","None","None",,"base of leaning QUCH right next to CADE, so called it a clump",,,,,,,,
103,155107.00,2.00,3.00,"ABCO","L",53.00,"40","N","0 - No attack","N","None","W1",,,,,,,,,,
104,155107.00,3.00,4.00,"ABCO","D3",17.30,,"N","0 - No attack","NA","NA","None",,"pitching, no holes",,,,,,,,
105,155107.00,4.00,5.00,"ABCO","L",55.20,"50","N","0 - No attack","N","None","None",,,,,,,,,,
106,155107.00,5.00,6.00,"ABCO","D2",56.60,,"Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None",,"old pitch, exit holes",,,,,,,,
107,155107.00,6.00,7.00,"ABCO","L",36.40,"20","N","0 - No attack","N","None","None",,,,,,,,,,
108,155107.00,7.00,8.00,"QUKE","L",27.90,"5","N","0 - No attack","N","Dead Top","None",,,,,,,,,,
109,155107.00,8.00,9.00,"ABCO","L",43.00,"40","Y","2 - heavy attack (>5 pitch tubes)","Y","NA","None",,"only one hole woth obvious red frass, no dust, pitch goes several meters up",,,,,,,,
110,155107.00,9.00,10.00,"ABCO","L",44.70,"70","N","0 - No attack","Y","None","None",,,,,,,,,,
111,155108.00,1.00,1.00,"ABCO","L",23.50,"30","N","0 - No attack","Y","None","None","N","small amts of pitch",,,,,,,,
112,155108.00,2.00,2.00,"CADE","D2",107.50,"NA","N","NA","NA","NA","None","N","charring ",,,,,,,,
113,155108.00,3.00,3.00,"CADE","L",89.90,"30","N","0 - No attack","N","Cat Face","None","N",,,,,,,,,
114,155108.00,3.00,4.00,"CADE","D3",61.10,"NA","N","NA","NA","NA","None","N","charring ",,,,,,,,
115,155108.00,4.00,5.00,"PIPO","L",62.10,"30","N","0 - No attack","N","None","W1","N",,,,,,,,,
116,155108.00,4.00,6.00,"ABCO","D2",13.90,"NA","N","NA","NA","NA","None","N",,,,,,,,,
117,155108.00,5.00,7.00,"ABCO","D2",9.50,"NA","N","NA","NA","NA","None","N",,,,,,,,,
118,155108.00,6.00,8.00,"CADE","D3",63.50,"NA","N","NA","NA","NA","None","N","charring",,,,,,,,
119,155108.00,6.00,9.00,"CADE","D3",108.50,"NA","N","NA","NA","NA","None","N","charring",,,,,,,,
120,155108.00,7.00,10.00,"ABCO","D2",18.20,"NA","N","NA","NA","NA","None","N",,,,,,,,,
121,155108.00,8.00,11.00,"ABCO","D2",8.00,"NA","N","NA","NA","NA","None","N",,,,,,,,,
122,155108.00,9.00,12.00,"QUCH","L",26.30,"60","N","0 - No attack","N","Dead Top","None","N",,,,,,,,,
123,155108.00,10.00,13.00,"PIPO","L",85.60,"35","N","0 - No attack","N","None","None","N",,,,,,,,,
124,155108.00,11.00,14.00,"ABCO","D2",11.00,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
125,155108.00,12.00,15.00,"ABCO","L",18.70,"30","N","0 - No attack","Y","None","None","N","fresh pitch globules but no dust or other evidemce of beetle",,,,,,,,
126,155108.00,13.00,16.00,"CADE","L",10.80,,"N","0 - No attack","N","None","None","N",,,,,,,,,
127,155108.00,13.00,17.00,"CADE","L",20.10,"20","N","0 - No attack","N","None","None","Y",,,,,,,,,
128,155108.00,14.00,18.00,"CADE","D3",11.30,"NA","Y","NA","NA","NA","None","N",,,,,,,,,
129,155108.00,15.00,19.00,"ABCO","L",11.00,"8","N","0 - No attack","Y","None","None","N","fresh pitch globules but no dust or other evidemce of beetle",,,,,,,,
130,155108.00,15.00,20.00,"PIPO","L",23.00,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
131,155108.00,16.00,21.00,"CADE","D3",12.90,"NA","N","NA","NA","NA","None","N",,,,,,,,,
132,155108.00,17.00,22.00,"ABCO","D1",23.90,"NA","Y","NA","NA","NA","None","N",,,,,,,,,
133,155108.00,17.00,23.00,"PIPO","L",55.90,"35","N","0 - No attack","N","None","W2","N",,,,,,,,,
134,155108.00,18.00,24.00,"ABCO","D1",24.60,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
135,155108.00,19.00,25.00,"PIPO","L",41.00,"20","N","0 - No attack","N","None","None","N",,,,,,,,,
136,155108.00,19.00,26.00,"ABCO","D2",26.20,"NA","Y","NA","NA","NA","None","N",,,,,,,,,
137,155108.00,20.00,27.00,"PIPO","L",19.80,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
138,155108.00,20.00,28.00,"ABCO","D2",16.70,"NA","N","NA","NA","NA","None","N",,,,,,,,,
139,155108.00,21.00,29.00,"ABCO","D2",9.60,"NA","Y","NA","NA","NA","None","N",,,,,,,,,
140,155108.00,21.00,30.00,"ABCO","L",27.70,"45","N","0 - No attack","Y","None","None","N","fresh pitch globules but no dust or other evidemce of beetle",,,,,,,,
141,155108.00,22.00,31.00,"PIPO","D3",55.40,"NA","N","NA","NA","NA","None","N","broken top @ about1.5 m",,,,,,,,
142,155108.00,23.00,32.00,"CADE","L",9.90,"20","N","0 - No attack","N","Other - include in notes","None","N","leans at about 40 deg until 1.5 m along bole",,,,,,,,
143,155108.00,24.00,33.00,"ABCO","L",22.70,"25","N","0 - No attack","Y","None","None","N",,,,,,,,,
144,155108.00,24.00,34.00,"PIPO","L",52.80,"20","N","0 - No attack","N","Other - include in notes","None","N","red needles at top",,,,,,,,
145,155108.00,25.00,35.00,"ABCO","L",41.40,"35","N","0 - No attack","Y","None","None","N","fresh pitch globules but no dust or other evidemce of beetle",,,,,,,,
146,155108.00,26.00,36.00,"ABCO","D3",43.60,"NA","N","NA","NA","NA","None","N","broken top at about 1.7 m",,,,,,,,
147,1510206.00,1.00,1.00,"CADE","D3",11.20,"NA","N","NA","NA","NA","None","N",,,,,,,,,
148,1510206.00,1.00,2.00,"ABCO","L",8.10,"25","N","0 - No attack","Y","None","None","N",,,,,,,,,
149,1510206.00,2.00,3.00,"CADE","D3",9.10,"NA","N","NA","NA","NA","None","Y",,,,,,,,,
150,1510206.00,2.00,4.00,"CADE","D3",8.90,"NA","N","NA","NA","NA","None","Y",,,,,,,,,
151,1510207.00,3.00,5.00,"CADE","L",7.90,"35","N","0 - No attack","N","NA","None","N",,,,,,,,,
152,1510207.00,4.00,6.00,"CADE","D2",11.50,"NA","N","0 - No attack","N","NA","None","N",,,,,,,,,
153,1510207.00,5.00,7.00,"ABCO","L",28.50,"45","N","0 - No attack","Y","NA","None","N",,,,,,,,,
154,1510207.00,6.00,8.00,"CADE","L",15.90,"5","N","0 - No attack","N","NA","None","N",,,,,,,,,
155,1510207.00,7.00,9.00,"QUKE","L",44.20,"10","N","0 - No attack","N","broken top","None","N",,,,,,,,,
156,1510207.00,7.00,10.00,"CADE","L",12.60,"10","N","0 - No attack","N","NA","None","N",,,,,,,,,
157,1510207.00,8.00,11.00,"PIPO","D3",21.10,"NA","N","0 - No attack","N","NA","None","N",,,,,,,,,
158,1510207.00,8.00,12.00,"CADE","L",14.70,"15","N","0 - No attack","N","NA","None","N",,,,,,,,,
159,1510207.00,9.00,13.00,"ABCO","L",18.60,"55","N","0 - No attack","Y","NA","None","N",,,,,,,,,
160,1510207.00,10.00,14.00,"CADE","L",11.00,"5","N","0 - No attack","N","NA","None","N",,,,,,,,,
161,1510207.00,11.00,15.00,"PIPO","L",15.20,"5","N","0 - No attack","N","NA","None","N",,,,,,,,,
162,1510207.00,14.00,21.00,"PIPO","L",53.10,"20","N","0 - No attack","N","NA","W2","N",,,,,,,,,
163,1510207.00,12.00,16.00,"ABCO","L",15.90,"25","N","0 - No attack","Y","NA","None","N",,,,,,,,,
164,1510207.00,12.00,17.00,"PIPO","L",72.70,"38","N","0 - No attack","N","NA","None","N",,,,,,,,,
165,1510207.00,12.00,18.00,"ABCO","L",13.50,"15","N","0 - No attack","Y","NA","None","N",,,,,,,,,
166,1510207.00,12.00,19.00,"PIPO","L",22.10,"20","N","0 - No attack","N","NA","None","N",,,,,,,,,
167,1510207.00,13.00,20.00,"CADE","L",18.40,"30","N","0 - No attack","N","NA","None","N",,,,,,,,,
168,1510207.00,15.00,22.00,"CADE","D2",10.50,"NA","N","0 - No attack","N","NA","None","N",,,,,,,,,
169,1510207.00,16.00,23.00,"PIPO","L",54.50,"30","N","0 - No attack","N","NA","None","N",,,,,,,,,
170,1510207.00,16.00,24.00,"CADE","D1",8.20,"NA","N","0 - No attack","N","NA","None","N",,,,,,,,,
171,1510207.00,17.00,25.00,"PILA","D3",43.50,"NA","N","0 - No attack","N","NA","None","N",,,,,,,,,
172,1510207.00,18.00,26.00,"CADE","L",12.60,"5","N","0 - No attack","N","NA","None","N",,,,,,,,,
173,1510207.00,19.00,27.00,"CADE","D2",8.10,"NA","N","0 - No attack","Y","NA","None","N",,,,,,,,,
174,1510207.00,19.00,28.00,"CADE","L",15.20,"10","N","0 - No attack","N","NA","None","N",,,,,,,,,
175,1510207.00,20.00,29.00,"CADE","L",13.30,"5","N","0 - No attack","N","NA","None","N",,,,,,,,,
176,1510207.00,21.00,30.00,"ABCO","D1",47.30,"NA","N","0 - No attack","N","NA","None","N",,,,,,,,,
177,1510207.00,22.00,31.00,"CADE","D1",11.50,"NA","N","0 - No attack","N","NA","None","N",,,,,,,,,
178,1510207.00,23.00,32.00,"CADE","L",8.90,"35","N","0 - No attack","Y","NA","None","N",,,,,,,,,
179,1510207.00,24.00,33.00,"PIPO","L",93.40,"40","Y","1 - light attack (<5 pitch tubes)","Y","werd oblong holes","None","N",,,,,,,,,
180,1510207.00,24.00,34.00,"CADE","L",7.70,"5","N","0 - No attack","N","NA","None","N",,,,,,,,,
181,1510207.00,24.00,35.00,"CADE","D1",13.60,"NA","N","0 - No attack","N","NA","None","N",,,,,,,,,
182,1510207.00,25.00,36.00,"ABCO","L",14.80,"75","N","0 - No attack","Y","Extensive Pitching on bole of tree","None","N",,,,,,,,,
183,1510207.00,25.00,37.00,"PIPO","L",36.80,"35","N","0 - No attack","N","NA","W1","N",,,,,,,,,
184,1510207.00,25.00,38.00,"CADE","L",7.90,"20","N","0 - No attack","N","NA","None","N",,,,,,,,,
185,1510207.00,26.00,39.00,"ABCO","D3",8.90,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
186,1510207.00,27.00,40.00,"ABCO","L",25.10,"30","N","0 - No attack","Y","NA","None","N",,,,,,,,,
187,1510207.00,28.00,41.00,"ABCO","D2",11.40,"NA","N","0 - No attack","N","NA","None","N",,,,,,,,,
188,1510207.00,28.00,42.00,"ABCO","L",9.10,"15","N","0 - No attack","N","NA","None","N",,,,,,,,,
189,1510207.00,29.00,43.00,"CADE","L",12.10,"15","N","0 - No attack","N","NA","None","N",,,,,,,,,
190,1510207.00,29.00,44.00,"CADE","D1",8.80,"NA","N","0 - No attack","N","NA","None","N",,,,,,,,,
191,1510207.00,30.00,45.00,"ABCO","D1",9.40,"NA","N","0 - No attack","N","NA","None","N",,,,,,,,,
192,1510207.00,31.00,46.00,"ABCO","L",41.10,"40","N","0 - No attack","N","NA","None","N",,,,,,,,,
193,1510210.00,1.00,1.00,"CADE","L",12.00,"2","N","0 - No attack","N","None","None","N",,,,,,,,,
194,1510210.00,2.00,2.00,"ABCO","D2",41.00,"NA","Y","0 - No attack","NA","NA","None","N",,,,,,,,,
195,1510210.00,2.00,3.00,"ABCO","I",37.90,"5","Y","0 - No attack","Y","None","None","N",,,,,,,,,
196,1510210.00,3.00,4.00,"CADE","L",15.90,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
197,1510210.00,4.00,5.00,"CADE","L",19.70,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
198,1510210.00,5.00,6.00,"CADE","D2",11.20,"NA","N","0 - No attack","NA","NA","None","N",,,,,,,,,
199,1510210.00,6.00,7.00,"ABCO","L",35.80,"10","N","0 - No attack","N","None","None","N","ant colony",,,,,,,,
200,1510210.00,7.00,8.00,"CADE","L",8.20,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
201,1510210.00,8.00,9.00,"PILA","D2",97.10,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","W2","N","a lot of red and white dust, not much pitch",,,,,,,,
202,1510210.00,8.00,10.00,"CADE","L",8.50,"10","N","0 - No attack","N","None","None","N",,,,,,,,,
203,1510210.00,8.00,11.00,"CADE","L",16.70,"20","N","0 - No attack","N","None","None","N",,,,,,,,,
204,1510210.00,9.00,12.00,"PIPO","D2",91.80,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N",,,,,,,,,
205,1510210.00,10.00,13.00,"CADE","L",13.30,"10","N","0 - No attack","N","None","None","N",,,,,,,,,
206,1510210.00,11.00,14.00,"CADE","L",8.60,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
207,1510210.00,12.00,15.00,"PILA","D2",51.00,"NA","N","0 - No attack","NA","NA","W1","N","small holes, dust, not much old pitch",,,,,,,,
208,1510210.00,12.00,16.00,"CADE","L",8.70,"10","N","0 - No attack","N","None","None","N",,,,,,,,,
209,1510210.00,13.00,17.00,"CADE","L",14.10,"20","N","0 - No attack","N","None","None","N",,,,,,,,,
210,1510210.00,14.00,18.00,"CADE","L",16.40,"10","N","0 - No attack","N","None","None","N",,,,,,,,,
211,1510210.00,15.00,19.00,"CADE","L",19.00,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
212,1510210.00,15.00,20.00,"ABCO","L",11.60,"30","N","0 - No attack","N","None","None","N",,,,,,,,,
213,1510210.00,16.00,21.00,"PIPO","D2",58.00,"NA","Y","2 - heavy attack (>5 pitch tubes)","NA","NA","None","N",,,,,,,,,
214,1510210.00,17.00,22.00,"PILA","D2",56.90,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N","exit holes, no pitch",,,,,,,,
215,1510210.00,17.00,23.00,"ABCO","I",30.70,"15","Y","1 - light attack (<5 pitch tubes)","Y","Red turpentine beetle","None","N","red dust out of holes",,,,,,,,
216,1510210.00,18.00,24.00,"ABCO","L",11.30,"50","N","0 - No attack","Y","None","None","N","yellow pitch no holes",,,,,,,,
217,1510210.00,19.00,25.00,"CADE","L",45.00,"15","N","0 - No attack","N","None","None","N",,,,,,,,,
218,1510210.00,20.00,26.00,"CADE","L",24.00,"8","N","0 - No attack","N","None","None","N",,,,,,,,,
219,1510210.00,20.00,27.00,"CADE","L",16.20,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
220,1510210.00,21.00,28.00,"CADE","L",16.90,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
221,1510210.00,22.00,29.00,"PIPO","D2",62.10,"NA","Y","1 - light attack (<5 pitch tubes)","NA","NA","None","N","only one red pitch tube, but a lot of exit holes",,,,,,,,
222,1510210.00,23.00,30.00,"CADE","L",10.70,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
223,1510210.00,23.00,31.00,"CADE","L",12.80,"5","N","0 - No attack","N","None","None","N",,,,,,,,,
224,1510210.00,23.00,32.00,"CADE","L",11.20,"3","N","0 - No attack","N","None","None","N",,,,,,,,,
225,1510210.00,24.00,33.00,"CADE","L",13.20,"3","N","0 - No attack","N","None","None","N",,,,,,,,,
